close,date,high,low,open,quoteVolume,volume,weightedAverage
0.0034278368698297933,1424304000,244.0,225.0,225.0,0.19311748,46.27631267,239.62777823
0.0032309273586996947,1424390400,245.0,240.25,240.25011809,0.23042935,55.894897,242.56847926
0.0034803460727978203,1424476800,245.0,245.0,245.0,0.06009077,14.72223865,245.0
0.0029552540431175573,1424563200,249.0,235.0,245.0,0.53905499,129.12124785,239.53260845
0.0029552540431175573,1424649600,235.001,235.0,235.00000236,0.41092569,96.56756248,235.00006166
0.003204672757215681,1424736000,239.75,235.0,235.0,0.6267487,149.15439319,237.98117682
0.003099654351279629,1424822400,239.75,237.75,239.75,0.92755033,221.58409525,238.89172165
0.00313903625350565,1424908800,239.79999999,237.75,237.75,0.00065026,0.15548793,239.11656336
0.003690382884669925,1424995200,249.0,238.49999999,238.49999999,1.58903736,383.75542307,241.5018254
0.003217803221637167,1425081600,251.0,240.0,240.0,0.07133012,17.14733576,240.39404068
0.003795401290605977,1425168000,251.0,240.0001205,240.0001205,0.00126983,0.31771523,250.20296503
0.004740566944030449,1425254400,269.0,251.0,252.0,0.37903175,98.06380478,258.72187431
0.004647100562222272,1425340800,274.5,255.0,268.0,1.66949245,442.98306981,265.33996593
0.005318168176678739,1425427200,280.00000001,258.87499998,258.87499998,0.8789595,245.88902268,279.75011668
0.004110462809518489,1425513600,280.89,257.0,257.0,0.44629752,117.44068512,263.14438207
0.004267984117318213,1425600000,271.00199999,260.0,269.00014063,0.31727545,84.1979488,265.37807701
0.0042679843914162525,1425686400,260.00000522,260.00000522,260.00000522,0.00069998,0.1819948,260.00000522
0.004267985745628597,1425772800,275.002,260.000031,265.0,0.11875025,30.90034888,260.21291648
0.004478021209064372,1425859200,285.0,260.00003101,260.00003101,0.45868191,128.36703757,279.86069382
0.0058957694093270275,1425945600,291.0,264.00006385,264.00006385,0.19129599,54.9617595,287.31265878
0.005108131365331727,1426032000,292.95011129,276.00000001,279.00010602,0.14928741,42.51193654,284.76571831
0.00510813142361694,1426118400,289.00010602,276.0,289.00010602,0.01053624,2.90989245,276.17940134
0.005061398178890919,1426204800,300.99999959,275.11000009,276.00000111,0.20189675,57.61315621,285.35950289
0.005060873101038725,1426291200,275.1100001,275.1,275.1100001,0.1756038,48.31005732,275.1082683
0.005428857595438652,1426377600,282.10800036,275.1,275.10000036,0.1069723,29.45410779,275.34331594
0.005055622161838608,1426464000,300.9999995,275.0,300.9999995,0.08825293,25.56468549,289.6752039
0.005055622163413884,1426550400,275.00000003,275.00000003,275.00000003,3.285e-05,0.00903375,275.00000003
0.00437772835204648,1426636800,282.00000001,262.09000001,275.00000009,0.62280734,164.91127158,264.78697503
0.0045224602637016775,1426723200,267.01000006,248.82158047,267.01000006,2.77190586,713.90420443,257.54994595
0.004454960511881502,1426809600,267.97667574,254.82343263,254.89895127,0.50466072,132.72576304,262.99998749
0.004435645089785174,1426896000,263.56083094,254.69135706,263.56083094,0.76562951,201.15512365,262.73167508
0.004662687837208973,1426982400,267.51684843,263.77341,265.13784797,0.24320938,64.37844695,264.70379947
0.004303349663071908,1427068800,274.29809789,260.67351138,270.32946018,0.23057338,61.85038999,268.24601344
0.003350412436521174,1427155200,271.59604827,242.5255,263.01895538,1.90770985,490.1802634,256.94696885
0.0036103333860821093,1427241600,273.0,247.47551488,272.99999999,0.34826799,90.86237357,260.89786078
0.0033504120500534394,1427328000,251.36855193,242.5255,251.36855193,0.00947992,2.29937799,242.5524678
0.003918939692428852,1427414400,253.3527,242.91750001,253.22011045,0.00262338,0.66353649,252.93190349
0.00367612641447527,1427500800,258.88067929,243.6819,243.68190247,0.02759171,7.06152934,255.92938406
0.00363626322497196,1427587200,252.0705,247.96933001,252.0705,0.03382924,8.52654866,252.04671073
0.003971453807632816,1427673600,254.35279355,242.52550001,242.52550001,0.12121748,29.65461869,244.63978869
0.0037081588072975617,1427760000,253.7301,242.5255,253.5414,0.11651188,28.4810826,244.44788463
0.003690382884669925,1427846400,250.0,239.87000019,239.87000019,0.05824355,14.48312746,248.66491599
0.004005438102478082,1427932800,255.0,229.00000001,245.47586455,0.24776058,62.12227939,250.73512258
0.004005438102478082,1428019200,255.0,253.5,253.5,0.10763314,27.37145069,254.30318858
0.003975359605978291,1428105600,254.42717667,248.9973997,252.58700541,0.7286023,184.24982176,252.881197
0.003989486952892297,1428192000,262.66977114,252.07634469,252.07634469,0.48741272,125.3818785,257.23965206
0.003989486952892297,1428278400,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
0.003906510764086322,1428364800,257.80755,252.10286502,253.88325,1.43863701,366.91079197,255.0405623
0.0036529454754183396,1428451200,268.0,245.691,251.4816875,1.53986556,396.66497159,257.59714477
0.004740566944030449,1428537600,269.0,240.88000001,245.55949496,3.72671881,910.71756702,244.37517651
0.003018002540664349,1428624000,249.89999998,99.00000007,243.55500001,1.91591794,447.02395048,233.32103173
0.0029485591197391334,1428710400,249.89999997,230.10000001,233.1575,12.05794901,2872.85547934,238.2540743
0.002800351894361881,1428796800,235.735,230.10000001,234.8725,8.32683509,1952.86838181,234.5270875
0.0035328552689396497,1428883200,245.99999999,230.10000001,232.05,0.38671162,91.93343856,237.73125453
0.002162851597594632,1428969600,234.000076,213.7184,234.000076,1.6495125,373.40081642,226.37040726
0.00243695145338106,1429056000,225.1395,217.69520791,219.90926541,0.45677876,100.65758018,220.36396829
0.002670543792886953,1429142400,229.57789808,221.29080708,226.26174864,1.20141162,266.68959913,221.98020619
0.002350772151735016,1429228800,226.62358212,222.9346875,224.7876,0.20537216,45.82083968,223.1112517
0.0022463798030492033,1429315200,221.65615001,221.5,221.65615001,0.2,44.30036632,221.5018316
0.0023554885750787964,1429401600,225.5,223.57789808,225.5,0.09700051,21.87361402,225.49998989
0.0023554885750787964,1429488000,229.5051,223.57789808,223.57789808,0.05829992,13.07389511,224.25236804
0.0026796437385789816,1429574400,233.0,223.57789808,223.57789808,0.13616264,31.42439658,230.78574698
0.002722459742679109,1429660800,238.374,230.5666,238.374,0.15776037,36.92635588,234.0661085
0.0027743229527528983,1429747200,238.374,229.6777,230.5666,0.30440246,70.24516087,230.76410379
0.0029599588677034928,1429833600,235.49749476,223.57789808,231.6475,0.00845799,1.94459737,229.91246977
0.0023554885750787964,1429920000,233.0649,223.57789808,223.57789808,0.00644434,1.4623462,226.91946737
0.0017563691718718785,1430006400,223.57789808,206.56436228,223.57789808,2.62272233,555.12722339,211.66069204
0.0021156318876588177,1430092800,219.01,214.2427,219.00999999,1.78325767,390.55060327,219.00963043
0.0025351804193733465,1430179200,227.0,227.0,227.0,0.00026276,0.05964652,227.0
0.0025351804193733465,1430265600,227.0,227.0,227.0,0.02202643,4.99999961,227.0
0.003322680574726747,1430352000,255.0,227.0,227.0,1.60274561,389.75127612,243.17725388
0.0028589784194756815,1430438400,243.432375,233.1665,241.997374,0.11091213,26.83685811,241.96504125
0.0029552540431175573,1430524800,235.0,235.0,235.0,0.015057,3.538395,235.0
0.003186515074829338,1430611200,239.4042,235.0,235.0,0.39136386,92.86170078,237.27714864
0.0029026555025668775,1430697600,239.4042,233.99829863,235.52829126,0.20514409,48.37681151,235.81869463
0.00274602587297116,1430784000,233.1763,229.6875,233.1763,0.00502193,1.16104856,231.19568844
0.0024301620134372943,1430870400,240.0,225.0,229.7414,0.00114772,0.26766011,233.21029237
